#44#
[DESCENT]
(DW)
2026-06-23 14:41:27,0.00,0.000412,0.035554,1.746003
(RW)
2026-06-23 14:46:03,1.00,0.000230,0.023190,1.682863
2026-06-23 14:46:05,1.00,0.000230,0.022942,1.681535
2026-06-23 14:46:06,1.10,0.000229,0.021035,1.685374
2026-06-23 14:46:08,1.20,0.000231,0.022541,1.679740
2026-06-23 14:46:10,1.30,0.000228,0.020457,1.686076
2026-06-23 14:46:11,1.30,0.000227,0.021974,1.677188
2026-06-23 14:46:13,1.60,0.000227,0.025085,1.687176
2026-06-23 14:46:15,1.70,0.000225,0.023783,1.687667
2026-06-23 14:46:17,1.70,0.000223,0.020881,1.690095
2026-06-23 14:46:19,2.00,0.000223,0.020783,1.686731
2026-06-23 14:46:21,2.10,0.000224,0.021228,1.689951
2026-06-23 14:46:23,2.10,0.000225,0.022059,1.679149
2026-06-23 14:46:25,2.40,0.000229,0.022719,1.688166
2026-06-23 14:46:27,2.60,0.000221,0.022431,1.683286
2026-06-23 14:46:29,2.60,0.000222,0.022018,1.685186
2026-06-23 14:46:31,2.90,0.000222,0.022273,1.689134
2026-06-23 14:46:33,3.00,0.000222,0.019091,1.684777
2026-06-23 14:46:35,3.00,0.000222,0.021340,1.682081
2026-06-23 14:46:37,3.40,0.000224,0.023915,1.685169
2026-06-23 14:46:39,3.50,0.000223,0.021554,1.691464
2026-06-23 14:46:41,3.50,0.000224,0.025102,1.680228
2026-06-23 14:46:43,3.90,0.000224,0.022012,1.685838
2026-06-23 14:46:45,4.00,0.000226,0.021377,1.684719
2026-06-23 14:46:47,4.00,0.000225,0.023381,1.686151
2026-06-23 14:46:49,4.30,0.000227,0.023723,1.681308
2026-06-23 14:46:51,4.50,0.000227,0.021600,1.684352
2026-06-23 14:46:53,4.50,0.000228,0.022815,1.683739
2026-06-23 14:46:55,4.80,0.000233,0.023662,1.682058
2026-06-23 14:46:57,5.00,0.000229,0.020607,1.681898
2026-06-23 14:46:59,5.00,0.000234,0.025099,1.685895
2026-06-23 14:47:01,5.40,0.000232,0.026070,1.684321
2026-06-23 14:47:03,5.50,0.000232,0.023546,1.684374
2026-06-23 14:47:05,5.50,0.000233,0.021749,1.685053
2026-06-23 14:47:07,5.90,0.000237,0.019983,1.681484
2026-06-23 14:47:09,6.00,0.000234,0.023264,1.688177
2026-06-23 14:47:11,6.00,0.000235,0.022406,1.679679
2026-06-23 14:47:13,6.40,0.000236,0.023860,1.689138
